cold			0.774717742528621	1.9866299695199158e-89
happy			0.7589674319881837	7.929111231824939e-84
friendly			0.7410975809958115	5.673216908196618e-78
attractive			0.7371648858286184	9.499137060643038e-77
kind			0.7325015553034457	2.5158501130548154e-75
unhappy			0.7251748194761446	3.7749282252024105e-73
unfriendly			0.7209354673214987	6.370222733937448e-72
unemotional			0.7148470065550571	3.3681204453435334e-70
unattractive			0.6822893828290115	1.0630098571471307e-61
trustworthy			0.672244064303043	2.6876478965118137e-59
caring			0.6687492938080789	1.7508705905506646e-58
sociable			0.665676780348218	8.906137450430799e-58
introverted			0.6528065496025485	6.599998399904181e-55
mean			0.6170910630670371	1.2451018325038708e-47
aggressive			0.6106217077201299	2.064082957311713e-46
egotistic			0.5848354647651809	8.080245104652475e-42
responsible			0.576833633674069	1.7809516048650573e-40
untrustworthy			0.5759869740264479	2.4582228242512698e-40
confident			0.5728164854634868	8.150102646859367e-40
weird			0.5693905285141125	2.933100496734244e-39
emotional			0.5677214628942748	5.444138906809021e-39
normal			0.5365121892847143	3.079940223806285e-34
emotUnstable			0.5326216113332066	1.1138420396279877e-33
boring			0.5319226255045789	1.4007454419747901e-33
uncertain			0.5238914877181462	1.877246166483769e-32
emotStable			0.518783201801969	9.43986734409552e-32
interesting			0.5091697331998962	1.8334380579080644e-30
humble			0.49578277250113895	9.78183629693521e-29
irresponsible			0.48836645277685004	8.221393628344343e-28
forgettable			0.4270297157259848	5.671998009516068e-21
calm			0.40290316843784774	1.2154122466046255e-18
intelligent			0.3886201771434728	2.387390434807131e-17
unintelligent			0.37818733151277156	1.9207748347926973e-16
unfamiliar			0.3768075954335996	2.5166416310272693e-16
memorable			0.37117100759850635	7.489175058305739e-16
familiar			0.3517986093468541	2.710013947038658e-14
atypical			0.343525614737693	1.1660531004113615e-13
common			0.3315077582606932	9.003714188998112e-13
uncommon			0.3300347499268418	1.149706060027352e-12
typical			0.29920425899756137	1.427304595573759e-10
