happy			0.7802024542631187	1.7364721738541213e-91
attractive			0.7793666138503434	3.6073070608744484e-91
cold			0.7790316528531486	4.830991142812777e-91
friendly			0.7581367737446818	1.5227409100367313e-83
unhappy			0.7551754597936365	1.526485942129894e-82
unattractive			0.7544330677565313	2.706548178242692e-82
unemotional			0.7445927679285145	4.4390184855751225e-79
kind			0.7437172178786597	8.43664383083637e-79
unfriendly			0.7324862865426511	2.5426977012789493e-75
sociable			0.7052662692471982	1.4104456234958368e-67
introverted			0.703385891047143	4.4831330506559e-67
trustworthy			0.6951647612556171	6.333535728268695e-65
caring			0.6864999880094494	9.780679165065587e-63
aggressive			0.6577765303902774	5.346299301041909e-56
mean			0.6479480092080488	7.359750312059976e-54
confident			0.6362191421949964	2.0795308765509405e-51
egotistic			0.6333365887070794	8.020741423724942e-51
boring			0.6197851416477376	3.7926276768940355e-48
untrustworthy			0.6111678486944068	1.6325340790938088e-46
weird			0.6032312615771299	4.7195564696922184e-45
emotional			0.5901079319595062	1.0041597439016463e-42
humble			0.585163707537736	7.104389156110907e-42
interesting			0.5601036272424201	8.763021062692388e-38
emotUnstable			0.5494807745441452	3.751499264092172e-36
responsible			0.5489760986018075	4.469627793006406e-36
emotStable			0.5430888371638133	3.374027594571712e-35
uncertain			0.5328156033492815	1.0451003016977338e-33
normal			0.5298638136240719	2.7427744556693722e-33
irresponsible			0.5023639180600601	1.4153694929634103e-29
forgettable			0.47308672021136133	5.62374887121239e-26
intelligent			0.4581451709260918	2.866822128405343e-24
calm			0.4423884860642899	1.4759369688948978e-22
unfamiliar			0.43420587064876887	1.0552969638008882e-21
memorable			0.423406970791849	1.3057810523431351e-20
unintelligent			0.38768966959534334	2.884107685618509e-17
atypical			0.3713800548766163	7.195045285337178e-16
familiar			0.36327063561385525	3.3330311193330937e-15
common			0.3499461724815929	3.771412491916489e-14
uncommon			0.341477486279308	1.6624131742680863e-13
typical			0.3104548471240102	2.6201753305263174e-11
