attractive			0.26449071121000794	1.7076697384465724e-08
calm			0.2136067948833719	6.0296758045091675e-06
emotional			0.17248573711156678	0.000273452430553414
kind			0.15917768119350126	0.0007946344266946629
interesting			0.14513224817016424	0.0022482127897573787
confident			0.1403459833786966	0.003141600795277409
intelligent			0.1220864235840369	0.010283605699399088
familiar			0.10918763326788862	0.02183114838315041
trustworthy			0.10799438049433147	0.02332419162218907
responsible			0.10453282851123896	0.028165346169304502
memorable			0.10037114338826708	0.03510584167673589
sociable			0.07914757508721404	0.09691712917605644
happy			0.06622740378885339	0.16502963709357002
normal			0.06500006694741724	0.17301852146520058
friendly			0.05351985558075548	0.26206188487169185
emotStable			0.02946575194255556	0.5371301176789343
caring			0.026053585548575484	0.5852961695962651
atypical			0.022429190018978782	0.6385441644925115
common			0.006195366439156986	0.8967763385384753
humble			-0.003870904911348091	0.9353953539230684
untrustworthy			-0.008289716822869954	0.8621853684221715
egotistic			-0.029279411998917843	0.539708375571609
unintelligent			-0.032659002738591764	0.493927788205757
irresponsible			-0.03457341716073697	0.4689443960882653
uncommon			-0.04211330508291746	0.3776357666820379
uncertain			-0.05283853326931479	0.2681929704313062
emotUnstable			-0.05435861786421582	0.2546474786467879
typical			-0.06556637605899443	0.16929725620904104
unemotional			-0.06924691937766461	0.14655687705290252
mean			-0.06973691692024182	0.14371399404462779
weird			-0.07974057500641783	0.09443296402852487
unfriendly			-0.0867465837998676	0.06876814723494472
boring			-0.10210257205409204	0.03205904906589231
unfamiliar			-0.10329571774179763	0.03009345674632017
cold			-0.10416579552347706	0.02872600003659924
introverted			-0.105025524228057	0.027427532083254758
forgettable			-0.11128655790083737	0.019405394726979178
aggressive			-0.11164123652306998	0.019019556318593464
unhappy			-0.1133460550625997	0.01725681579432961
unattractive			-0.23536742617358236	5.760186924531055e-07
