cold			0.759340157269384	5.911326434383451e-84
unhappy			0.7073627526895138	3.8432793724226966e-68
unfriendly			0.6890733415037477	2.2303963066727425e-63
attractive			0.6857232604652002	1.5234696149777226e-62
unemotional			0.6742850245067458	8.889480155256772e-60
happy			0.6407636660141777	2.4039746086483253e-52
friendly			0.6056244146138114	1.7285134915483203e-45
unattractive			0.6028579834888205	5.5158284830604484e-45
introverted			0.5985229767684379	3.322387961979515e-44
aggressive			0.5968666755372163	6.550605267455985e-44
caring			0.5671223919327997	6.791487359901355e-39
mean			0.5435945753463072	2.840634051638689e-35
kind			0.5378885280557545	1.9467027993679894e-34
untrustworthy			0.5325111035928211	1.1549823786787257e-33
sociable			0.5246337422021149	1.481169999764506e-32
egotistic			0.5203738055753866	5.725658896075459e-32
emotUnstable			0.49514110600134265	1.178438090186559e-28
trustworthy			0.47884623594565157	1.172541326901698e-26
responsible			0.4661611616887987	3.5633939036768816e-25
weird			0.46583657692575975	3.8814805111888005e-25
irresponsible			0.4509488648882154	1.7791095785989576e-23
uncertain			0.44255007335938673	1.4189364792588417e-22
boring			0.4415142864838597	1.8257776767245642e-22
emotStable			0.4048821665113068	7.953435982810606e-19
emotional			0.37858563746859775	1.7762210034766168e-16
normal			0.36908765538937915	1.1146973285632141e-15
humble			0.3445204085497017	9.806177922585523e-14
confident			0.3294494911197798	1.2665147033572017e-12
interesting			0.32739610723726753	1.7755773055427552e-12
forgettable			0.32612169164464844	2.1870147976465063e-12
common			0.315887769261712	1.1257647179083256e-11
intelligent			0.31347793656410705	1.6409900623194056e-11
uncommon			0.3117195698574574	2.1557162971094673e-11
unintelligent			0.2790121753967993	2.500559756124512e-09
unfamiliar			0.2542676979961797	6.173724427640214e-08
typical			0.25224929558630804	7.905597493958658e-08
calm			0.21597599202274392	4.722558050444511e-06
atypical			0.2115806384645091	7.4148813370348684e-06
memorable			0.19783268563992962	2.8627314901655145e-05
familiar			0.18981473800179316	6.037969640283551e-05
